no,creation_date,q1_1,q1_2,q1_3_1,q1_3_2,q1_3_3,q1_3_3_r,q2_1,q2_2,q2_3_1,q2_3_2,q2_3_2_r,q2_3_3,q2_3_3_o,q2_4_1,q2_4_1_o,q2_4_2,q2_5_1,q2_5_1_o,q2_5_2,q2_5_2_o,q2_6_1,q2_6_2,q2_6_3,q2_6_3_o,q2_6_4,q2_6_5,q2_6_6,q2_6_6_o,q2_6_7,q2_6_8,q2_7_1,q2_7_1_o,q2_7_2,q2_7_2_o,q3_1,q3_2,q3_2_o,q3_3,q3_3_o,q4_1_1,q4_1_2,q4_1_3,q4_1_4,q4_2_1,q4_2_1_o,q4_2_2,q4_2_2_o,q4_3,q4_4_1,q4_4_2,q4_4_2_o,q4_4_3,q4_4_3_o,q4_5,q4_6_1,q4_6_2,q4_6_3,q4_6_4,q4_6_5,q4_6_6,q4_6_7,q4_6_8,q4_6_9,weight
758,2018/6/25 上午 10:04:18.393000,1,4,2,1,2,2,1,2,200008,200701,95,1, ,5,98,1,28, ,2,",",1,2,98, ,98,98,"2,3,4,5,6", ,2,1,5, ,2, ,2,"4,8,9", ,"1,2,3", ,1,2,4,98,6, ,61, ,2,1,98, ,98, ,1,2,2,2,3,1,2,3,3,2,.924716340453646
4224,2018/6/5 下午 16:47:17.679000,2,4,2,2,1,3,2,3,200209,200908,97,2, ,1,98,1,74, ,1,",",1,2,98, ,98,98,"3,4,6", ,2,1,4, ,7, ,2,"1,2,9", ,"3,6", ,1,2,4,98,6, ,63, ,2,2,1, ,11, ,3,98,98,98,4,98,98,4,98,98,.843292297740856
2296,2018/6/14 上午 10:01:05.519000,1,4,2,1,2,2,1,1,200109,200806,96,2, ,2,98,1,22, ,1,",",2,2,98, ,98,98,"3,7", ,2,98,4, ,5, ,1,"1,2,3", ,4, ,1,2,4,98,6, ,63, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,.908328196038764
1341,2018/6/25 上午 07:48:28.408000,1,3,2,1,2,2,1,2,200509,201304,101,1, ,2,98,1,56, ,1,",",1,2,98, ,98,98,3, ,4,98,4, ,9, ,4,"4,7", ,3, ,1,1,4,98,6, ,62, ,2,2,1, ,11, ,2,3,3,2,1,2,2,4,5,2,.40528419327597
898,2018/6/25 上午 09:33:52.176000,2,3,1,1,2,2,1,2,200509,201106,99,2, ,1,98,2,77, ,5,",興趣",2,2,98, ,98,98,"2,3,7", ,3,98,4, ,8, ,3,"1,4,5", ,"2,3,11", ,1,2,4,98,6, ,62, ,4,2,1, ,11, ,4,2,2,1,5,5,5,1,5,1,.579260919726764
1918,2018/6/15 上午 10:08:11.676000,2,4,2,1,2,2,1,2,200108,200607,94,2, ,1,98,1,50, ,1,",",2,2,98, ,98,98,3, ,3,98,4, ,8, ,2,"1,2,9", ,"3,6", ,1,2,4,98,6, ,62, ,3,1,98, ,98, ,3,3,3,3,2,3,2,3,2,3,.610943268227659
915,2018/6/25 上午 09:29:48.706000,2,4,2,1,2,2,1,2,200309,200906,97,2, ,5,98,2,10, ,1,",",2,2,98, ,98,98,3, ,3,98,4, ,1, ,2,"2,8,9", ,"1,5,6", ,1,1,4,98,6, ,62, ,1,1,98, ,98, ,1,2,2,2,2,2,2,3,2,1,.615881497457868
1377,2018/6/25 上午 07:30:42.942000,1,6,2,1,2,2,2,4,199909,200807,96,1, ,1,98,1,62, ,1,",",1,2,98, ,98,98,"2,3,7", ,3,98,4, ,1, ,2,"1,8,9", ,"2,4,5", ,1,1,3,3,6, ,62, ,3,2,1, ,11, ,2,2,2,1,1,2,1,2,2,2,.701294002424048
3837,2018/6/6 下午 12:08:52.440000,1,5,2,1,2,2,1,2,199709,200206,90,2, ,1,98,2,40, ,2,",",1,2,98, ,98,98,3, ,3,98,4, ,8, ,4,"4,7,9", ,"2,3,11", ,1,1,4,98,6, ,62, ,1,1,98, ,98, ,1,98,98,98,1,98,98,98,4,98,.852506072166918
661,2018/6/25 上午 10:29:05.200000,2,3,1,1,2,2,1,2,200809,201506,103,2, ,1,98,2,11, ,1,",",1,2,98, ,98,98,"3,6", ,3,98,4, ,1, ,3, , ,13, ,1,1,2,98,6, ,62, ,2,1,98, ,98, ,3,3,3,3,3,3,3,3,3,3,.892623716164198
3099,2018/6/13 下午 18:47:48.586000,1,4,2,1,2,2,1,2,200109,200512,94,2, ,1,98,1,22, ,1,",",1,2,98, ,98,98,3, ,5,98,4, ,6, ,3,"2,4,9", ,"5,6,10", ,1,2,4,98,6, ,62, ,1,1,98, ,98, ,3,3,3,3,3,3,3,3,3,3,1.00000094986683
4223,2018/6/5 下午 16:47:45.042000,1,4,1,1,2,2,2,3,200409,201308,101,1, ,3,98,2,73, ,3,",",1,2,98, ,98,98,"3,4,6", ,2,2,4, ,1, ,3,"1,4,8", ,3, ,1,2,3,1,6, ,62, ,2,1,98, ,98, ,2,2,98,98,2,98,98,98,98,98,1.47121813617978
2167,2018/6/14 上午 11:52:10.685000,1,3,1,1,2,2,1,2,200509,201106,99,2, ,1,98,1,14, ,1,",",1,2,98, ,98,98,"2,3,7", ,3,98,4, ,5, ,2,"1,2,11", ,"5,6,10", ,1,1,4,98,6, ,62, ,3,2,3, ,32, ,4,5,5,5,5,5,5,4,4,3,1.63123693057789
2227,2018/6/14 上午 10:48:21.975000,1,5,2,1,2,2,1,2,199707,200301,91,2, ,1,98,1,15, ,1,",",2,2,98, ,98,98,"2,3", ,3,98,4, ,6, ,1,13, , , ,1,2,3,1,6, ,61, ,1,1,98, ,98, ,1,1,2,1,1,2,2,3,3,2,.456929789072948
3316,2018/6/13 下午 16:39:54.388000,1,4,2,1,2,2,1,3,200208,201101,99,1, ,1,98,2,62, ,1,",",1,2,98, ,98,98,"2,3,4", ,3,2,4, ,6, ,2,"2,9,11", ,"4,6,7", ,1,1,2,98,6, ,61, ,2,1,98, ,98, ,1,2,2,2,2,2,2,2,3,3,.734369116256328
3303,2018/6/13 下午 16:47:55.559000,1,3,2,1,2,2,1,1,200209,200810,97,1, ,2,98,1,22, ,1,",",1,2,98, ,98,98,"2,3,7", ,3,98,4, ,8, ,2,"1,2,3", ,9, ,1,1,4,98,6, ,61, ,2,2,1, ,11, ,3,2,98,98,3,98,98,98,2,98,.974046188267927
4527,2018/6/5 下午 14:26:14.087000,1,6,2,2,1,3,1,2,199209,200109,90,1, ,1,98,1,22, ,1,",",1,2,98, ,98,98,"2,3,6,7", ,1,98,4, ,8, ,2,"1,4,9", ,7, ,1,1,2,98,6, ,61, ,2,2,1, ,11, ,2,2,2,2,2,2,3,3,2,3,1.01446175754557
3287,2018/6/13 下午 16:56:39.766000,2,3,2,1,2,2,1,2,200409,200908,97,2, ,1,98,1,51, ,1,",",2,2,98, ,98,98,"3,7", ,2,98,3, ,5, ,2,"3,8,9", ,"4,6,11", ,1,1,4,98,6, ,63, ,2,1,98, ,98, ,2,98,98,2,98,2,98,98,98,98,.627566361109475
1922,2018/6/15 上午 09:41:15.695000,2,4,1,1,2,2,1,2,200109,200702,95,2, ,5,98,1,42,藥研所，外加研修公衛及營養,1,",",1,2,98, ,98,98,"2,3,4,7", ,1,2,3, ,5, ,3,"3,9", ,"2,5", ,1,2,3,1,6, ,61, ,1,1,98, ,98, ,1,1,1,1,1,1,98,98,98,98,.702530907407201
4161,2018/6/5 下午 17:35:07.975000,1,4,1,1,2,2,1,3,200609,201506,103,1, ,1,98,2,50, ,1,",",2,2,98, ,98,98,"3,5,6,7", ,2,98,2, ,8, ,5,"1,2,3", ,"4,6,8", ,1,2,3,3,6, ,62, ,3,2,1, ,12, ,5,4,3,5,2,5,3,2,2,2,.721880849255829
4530,2018/6/5 下午 14:25:40.485000,1,4,2,1,2,2,1,2,200309,200901,97,2, ,1,98,1,16, ,1,",",2,2,98, ,98,98,3, ,4,98,2, ,1, ,2,"1,2,4", ,7, ,1,1,4,98,6, ,62, ,2,1,98, ,98, ,2,3,2,1,1,2,3,2,2,2,.822895551676588
2322,2018/6/14 上午 09:40:29.500000,2,2,1,1,2,2,1,2,200809,201306,101,2, ,1,98,1,16, ,1,",",1,2,98, ,98,98,"2,3,4", ,2,3,1, ,8, ,2,"4,9", ,"6,7", ,1,1,4,98,6, ,63, ,2,2,3, ,32, ,3,3,2,2,3,3,3,3,3,3,1.3738429541643
3535,2018/6/8 下午 16:31:23.294000,1,3,2,1,2,2,1,2,200409,201201,100,1, ,1,98,1,39, ,1,",",1,2,98, ,98,98,"2,3,6,7", ,3,98,1, ,9, ,3,"9,10", ,"3,5,7", ,1,1,4,98,6, ,63, ,5,2,1, ,11, ,5,4,4,4,5,5,5,4,3,3,2.42596160767013
1187,2018/6/25 上午 08:28:23.293000,1,4,1,1,2,2,1,2,199809,200506,93,2, ,1,98,1,51, ,1,",",2,2,98, ,98,98,"3,7", ,2,98,1, ,9, ,5,10, ,"2,5,6", ,1,2,4,98,6, ,62, ,4,1,98, ,98, ,4,5,3,4,2,4,2,4,3,5,.365812895014238
1250,2018/6/25 上午 08:11:15.579000,1,5,2,1,2,2,1,2,199609,200307,91,2, ,4,98,1,15, ,1,",",2,2,98, ,98,98,"3,6", ,3,98,1, ,5, ,2,"8,9,10", ,3, ,1,2,4,98,6, ,62, ,2,1,98, ,98, ,2,2,3,4,3,2,2,3,4,6,.366727365999343
2670,2018/6/13 下午 22:41:18.354000,1,5,2,1,2,2,1,3,199509,200406,92,1, ,1,98,1,50, ,1,",",1,2,98, ,98,98,3, ,3,98,1, ,4, ,4,"4,9,10", ,"1,2,3", ,1,1,4,98,6, ,62, ,4,2,1, ,11, ,4,4,3,2,2,2,2,3,5,2,.55421864276584
3060,2018/6/13 下午 19:08:04.405000,2,3,2,1,2,2,1,2,200009,200606,94,2, ,1,98,1,40, ,1,",",2,2,98, ,98,98,"3,6", ,2,98,1, ,5, ,5, , ,13, ,1,1,4,98,6, ,62, ,4,1,98, ,98, ,5,5,5,5,5,5,5,5,5,5,.696374818073831
3618,2018/6/7 下午 15:56:14.283000,2,5,1,1,2,2,1,2,199809,200404,92,2, ,1,98,1,40, ,1,",",2,2,98, ,98,98,"3,6", ,3,98,1, ,8, ,2,"7,8,9", ,5, ,1,2,4,98,6, ,62, ,1,2,1, ,12, ,1,1,98,98,98,98,98,98,1,98,.70815175810318
2947,2018/6/13 下午 20:13:23.645000,1,3,2,1,2,2,1,2,200809,201701,105,1, ,1,98,1,62, ,1,",",1,2,98, ,98,98,"2,3,4,6,7", ,2,2,1, ,4, ,2,"3,9,11", ,"4,6,7", ,1,2,3,2,6, ,62, ,1,1,98, ,98, ,4,2,3,3,1,4,1,2,1,5,.77295707568272
2395,2018/6/14 上午 08:52:12.731000,2,4,2,2,1,3,2,2,200509,201006,98,2, ,1,98,1,60, ,1,",",2,2,98, ,98,98,"2,3,6", ,2,98,1, ,4, ,3,"8,9", ,"1,4,7", ,1,2,3,1,6, ,62, ,2,1,98, ,98, ,2,2,3,2,2,2,2,2,4,4,.820584542108322
2590,2018/6/13 下午 23:59:46.654000,1,4,2,2,1,3,1,3,200209,200906,97,2, ,1,98,1,11, ,1,",",2,2,98, ,98,98,"3,7", ,4,98,1, ,3, ,2,"2,8,9", ,4, ,1,1,4,98,6, ,62, ,2,1,98, ,98, ,2,2,3,2,3,2,2,2,3,4,.822895551676588
1711,2018/6/20 上午 02:29:35.081000,1,4,2,1,2,2,1,2,200508,201004,98,1, ,1,98,1,15, ,1,",",2,2,98, ,98,98,3, ,4,98,1, ,4, ,4,"5,9,12",指導教授在研究上的協助與鼓勵,"1,12",系所缺乏訓練學生之共同目標、畢業相關規定缺乏彈性,1,2,3,1,6, ,62, ,2,1,98, ,98, ,2,1,2,98,1,3,1,2,3,3,.901172135618781
832,2018/6/25 上午 09:49:32.748000,1,3,2,1,2,2,1,2,200609,201210,101,2, ,7,1,1,11, ,1,",",1,2,98, ,98,98,"2,3", ,5,98,1, ,4, ,1,"1,2,4", ,3, ,1,2,3,1,6, ,62, ,2,1,98, ,98, ,2,1,5,1,1,3,1,5,6,6,1.1547753509428
1353,2018/6/25 上午 07:42:21.293000,1,2,2,1,2,2,1,1,201009,201408,102,2, ,1,98,2,50, ,1,",",1,2,98, ,98,98,"2,3,6,7", ,2,98,1, ,3, ,2,"1,2,3", ,"4,6,7", ,1,1,1,98,6, ,62, ,2,2,1, ,11, ,3,2,2,2,2,3,2,2,2,3,1.16743593430642
458,2018/6/25 上午 11:57:11.769000,1,2,1,1,2,2,1,2,201109,201607,104,2, ,1,98,2,15, ,1,",",2,2,98, ,98,98,"3,6,7", ,1,98,1, ,4, ,2,"1,2,9", ,"6,10", ,1,2,4,98,6, ,62, ,3,1,98, ,98, ,4,2,4,3,2,4,3,4,2,3,1.39887768325277
3215,2018/6/13 下午 17:34:32.643000,1,3,2,1,2,2,1,2,200509,200909,98,2, ,1,98,2,70, ,1,",",1,2,98, ,98,98,"3,7", ,1,98,1, ,4, ,3,"1,2,3", ,8, ,1,1,4,98,6, ,62, ,3,1,98, ,98, ,3,3,3,3,3,3,3,3,3,5,1.47953634206069
377,2018/6/25 下午 12:58:01.005000,2,3,2,1,2,2,1,2,200209,201212,101,1, ,1,98,1,15, ,1,",",1,2,98, ,98,98,"3,7", ,3,98,1, ,8, ,4,"5,9", ,"2,11", ,1,2,2,98,6, ,62, ,2,1,98, ,98, ,2,3,3,4,2,2,2,98,3,98,1.54340374636922
4658,2018/6/5 下午 13:28:37.105000,1,4,1,1,2,2,1,2,200509,201201,100,2, ,1,98,1,16, ,1,",",2,2,98, ,98,98,3, ,4,98,1, ,4, ,3,"8,9,10", ,"2,6", ,1,1,4,98,6, ,62, ,2,2,1, ,11, ,2,2,2,3,2,3,3,1,2,5,2.29546594115255
3082,2018/6/13 下午 18:55:03.094000,1,3,2,1,2,2,1,1,200409,201001,98,2, ,1,98,2,71, ,2,",",1,2,98, ,98,98,"2,3,7", ,2,98,1, ,9, ,2,"1,2,9", ,6, ,1,2,4,98,6, ,61, ,2,2,3, ,32, ,2,2,3,2,1,3,2,3,2,1,1.47953634206069
2312,2018/6/14 上午 09:51:26.509000,1,5,2,1,2,2,1,3,200009,200601,94,1, ,1,98,2,40, ,2,",",2,2,98, ,98,98,3, ,4,98,8, ,2, ,3,"2,8", ,"6,9,11", ,1,1,4,98,5, ,52, ,5,2,1, ,12, ,4,4,4,4,4,4,3,3,2,3,.653618461376139
3864,2018/6/6 上午 10:32:37.933000,1,5,2,1,2,2,1,2,200009,200601,94,1, ,1,98,2,40, ,2,",",2,2,98, ,98,98,3, ,4,98,8, ,2, ,5,2, ,"9,10,11", ,1,1,4,98,5, ,52, ,5,2,1, ,11, ,5,5,5,5,3,5,5,5,3,6,.653618461376139
2022,2018/6/14 下午 16:38:46.629000,2,4,2,1,2,2,1,2,199409,201006,98,2, ,1,98,1,10, ,1,",",1,2,98, ,98,98,3, ,3,98,8, ,4, ,1,"1,2,4", ,6, ,1,1,4,98,5, ,52, ,1,1,98, ,98, ,2,3,3,3,1,3,1,2,1,6,1.16336036349534
4433,2018/6/5 下午 15:02:08.404000,1,3,2,1,2,2,1,2,200409,200901,97,2, ,1,98,1,51, ,1,",",1,2,98, ,98,98,"3,6,7", ,3,98,7, ,8, ,2,"4,8,9", ,"5,7,11", ,1,2,4,98,5, ,52, ,2,2,3, ,32, ,2,2,2,2,2,2,2,3,3,3,.672224535172424
3293,2018/6/13 下午 16:52:08.201000,2,5,2,2,2,4,2,2,200009,200406,92,2, ,7,1,1,41, ,1,",",1,2,98, ,98,98,"2,3,6", ,1,98,7, ,1, ,1,"1,2,5", ,10, ,1,1,3,1,5, ,51, ,2,1,98, ,98, ,2,1,6,2,6,2,6,1,98,98,.470525991004408
4798,2018/6/5 上午 11:43:43.446000,1,3,1,1,2,2,1,2,200407,201001,98,2, ,1,98,1,15, ,1,",",1,2,98, ,98,98,"3,6,7", ,3,98,7, ,4, ,1,"1,4,5", ,"6,7", ,1,2,4,98,5, ,51, ,4,2,3, ,32, ,3,3,5,2,2,2,5,1,2,4,.901172135618781
3990,2018/6/5 下午 22:42:46.598000,1,4,2,1,2,2,1,2,199809,200506,93,2, ,1,98,1,29, ,1,",",1,2,98, ,98,98,"3,4,6,7", ,2,2,5, ,1, ,2,1, ,4, ,1,1,4,98,5, ,54, ,1,1,98, ,98, ,1,2,98,98,98,1,98,98,98,98,1.2481840821965
484,2018/6/25 上午 11:40:15.084000,1,4,2,1,2,2,1,2,200106,200707,95,2, ,1,98,2,15, ,1,",",2,2,98, ,98,98,3, ,2,98,5, ,6, ,3,"5,9", ,"1,4", ,1,2,4,98,5, ,52, ,3,2,1, ,11, ,4,98,98,98,98,3,3,98,98,98,.596546068985003
1859,2018/6/15 下午 16:20:37.119000,2,4,2,1,2,2,1,2,200109,200802,96,2, ,1,98,1,20, ,1,",",1,2,98, ,98,98,"2,3", ,2,98,5, ,1, ,2,"1,4,9", ,7, ,1,1,4,98,5, ,51, ,2,2,4, ,42, ,3,4,6,98,98,3,98,98,98,98,1.25676818595381
2749,2018/6/13 下午 21:58:03.071000,2,4,2,2,1,3,2,3,200909,201212,101,2, ,7,1,1,41, ,1,",",2,2,98, ,98,98,"1,3,7", ,4,98,4, ,1, ,3,"5,8,11", ,10, ,1,1,3,3,5, ,52, ,3,2,3, ,32, ,2,1,6,6,3,5,5,2,6,6,.536977196328929
3749,2018/6/6 下午 16:29:40.036000,2,5,2,2,2,4,2,3,200208,200807,96,2, ,1,98,2,15, ,1,",",2,2,98, ,98,98,3, ,3,98,4, ,7, ,2,4, ,12, ,1,2,4,98,5, ,52, ,2,1,98, ,98, ,2,3,3,3,2,3,3,3,3,3,.566947875007
3268,2018/6/13 下午 17:05:24.130000,2,4,1,1,2,2,1,2,199908,200606,94,2, ,7,2,2,15, ,2,",",1,2,98, ,98,98,"2,3,5,6", ,5,98,4, ,1, ,2,"1,4,5", ,12,無,1,1,4,98,5, ,52, ,3,1,98, ,98, ,2,2,98,98,2,98,98,98,98,98,.660009414212249
729,2018/6/25 上午 10:11:10.546000,2,4,1,1,2,2,1,2,200008,200407,92,2, ,1,98,1,40, ,1,",",1,2,98, ,98,98,3, ,4,98,4, ,1, ,2,"2,4,5", ,"9,10,11", ,1,1,4,98,5, ,52, ,3,1,98, ,98, ,2,1,4,2,1,2,1,4,1,1,.70815175810318
113,2018/6/25 下午 17:24:35.791000,1,4,2,1,2,2,1,2,199806,200406,92,2, ,1,98,1,15, ,1,",",1,2,98, ,98,98,"3,6,7", ,1,98,4, ,5, ,3,2, ,"3,6,10", ,1,1,4,98,5, ,52, ,2,2,1, ,11, ,5,4,3,3,2,3,2,3,2,3,.75026538138598
2679,2018/6/13 下午 22:37:49.625000,1,4,2,1,2,2,1,2,200209,200807,96,2, ,5,98,1,15, ,1,",",2,2,98, ,98,98,3, ,3,98,4, ,5, ,2,"1,2,4", ,"5,7,10", ,1,1,4,98,5, ,52, ,4,2,1, ,11, ,5,4,5,5,2,4,2,5,3,3,.795147306112368
3207,2018/6/13 下午 17:36:48.816000,1,4,2,1,2,2,1,2,200109,200707,95,2, ,5,98,1,40, ,1,",",1,2,98, ,98,98,"2,3,7", ,2,98,4, ,8, ,3,"2,8", ,"3,7,11", ,1,1,4,98,5, ,52, ,4,2,1, ,11, ,4,2,5,4,2,3,2,4,3,3,.824185633180608
2765,2018/6/13 下午 21:47:32.892000,1,3,1,1,2,2,1,1,200409,200912,98,2, ,5,98,1,46, ,1,",",2,2,98, ,98,98,"2,3", ,4,98,4, ,1, ,2,"1,2,4", ,10, ,1,2,4,98,5, ,52, ,2,1,98, ,98, ,2,2,2,2,2,2,2,2,1,2,.843492173166524
4867,2018/6/5 上午 10:55:34.025000,1,3,1,1,2,2,1,1,200108,200912,98,2, ,5,98,1,46, ,1,",",1,2,98, ,98,98,"3,5", ,4,98,4, ,1, ,2,"1,2,4", ,11, ,1,1,4,98,5, ,52, ,2,1,98, ,98, ,2,2,2,3,2,2,2,2,2,2,.843492173166524
3395,2018/6/13 下午 15:55:15.379000,2,5,1,1,2,2,4,5,200908,201407,102,2, ,1,98,2,73, ,1,",",2,2,98, ,98,98,"3,4", ,2,1,4, ,1, ,2,"1,2,9", ,4, ,1,2,4,98,5, ,52, ,3,1,98, ,98, ,2,2,98,98,2,98,98,98,98,98,.85281700436568
1931,2018/6/15 上午 08:54:07.660000,1,3,1,1,2,2,1,1,200509,201101,99,2, ,1,98,1,40, ,1,",",1,2,98, ,98,98,3, ,4,98,4, ,3, ,3,"1,2,9", ,"6,7,10", ,1,1,4,98,5, ,52, ,2,1,98, ,98, ,1,1,4,1,1,3,1,3,1,5,.86093060224944
651,2018/6/25 上午 10:32:00.326000,1,5,2,1,2,2,2,3,199109,200901,97,2, ,5,98,1,41, ,1,",",2,2,98, ,98,98,3, ,2,98,4, ,8, ,2,"1,2,9", ,11, ,1,1,4,98,5, ,52, ,2,1,98, ,98, ,2,2,3,2,2,3,2,3,2,2,.955332108816864
1656,2018/6/22 下午 12:03:05.597000,1,5,2,1,2,2,1,2,199709,200307,91,2, ,5,98,1,28, ,1,",",2,2,98, ,98,98,"2,3", ,2,98,4, ,1, ,1,"1,2,9", ,"3,5", ,1,2,4,98,5, ,52, ,1,2,1, ,11, ,2,3,2,2,2,2,2,2,1,3,1.25181213404959
4823,2018/6/5 上午 11:28:53.043000,1,2,1,1,2,2,1,2,200909,201502,103,2, ,1,98,1,10, ,1,",",1,2,98, ,98,98,3, ,4,98,4, ,1, ,2,"1,8,9", ,6, ,1,1,4,98,5, ,52, ,2,2,1, ,11, ,2,2,3,3,2,2,2,3,3,3,1.5493197472236
3762,2018/6/6 下午 16:03:55.977000,1,4,2,1,2,2,1,2,200009,200507,93,2, ,1,98,2,40, ,1,",",2,2,98, ,98,98,3, ,4,98,3, ,2, ,2,"4,7,9", ,"2,3", ,1,2,2,98,5, ,52, ,1,1,98, ,98, ,1,1,1,1,2,2,2,2,6,1,.975787965445821
3531,2018/6/8 下午 22:45:57.780000,1,4,2,1,2,2,1,2,199709,200406,92,2, ,1,98,1,29, ,1,",",1,2,98, ,98,98,"3,4", ,2,2,1, ,4, ,1,"2,3,5", ,12,na,1,1,4,98,5, ,54, ,2,1,98, ,98, ,1,2,3,2,1,3,1,3,1,2,.978818047164717
1906,2018/6/15 上午 11:00:27.323000,1,4,2,1,2,2,1,2,200109,200806,96,2, ,1,98,1,56, ,1,",",1,2,98, ,98,98,3, ,3,98,1, ,5, ,2,"1,2,4", ,"5,6,11", ,1,1,4,98,5, ,53, ,1,2,1, ,11, ,3,3,3,2,2,2,2,2,2,2,.338312684586476
1893,2018/6/15 上午 11:36:12.217000,1,4,2,1,2,2,1,2,200309,200807,96,2, ,1,98,2,15, ,1,",",1,2,98, ,98,98,"3,7", ,3,98,1, ,4, ,5,12,深該體會社會無處不階級,"2,7,11", ,1,2,4,98,5, ,52, ,3,2,1, ,12, ,4,5,6,6,2,6,3,5,3,3,.640377581538686
2341,2018/6/14 上午 09:27:35.146000,1,4,2,1,2,2,1,2,200209,200806,96,2, ,1,98,1,15, ,1,",",2,2,98, ,98,98,3, ,2,98,1, ,2, ,2,"1,2,9", ,6, ,1,1,3,1,5, ,52, ,2,1,98, ,98, ,2,2,2,2,2,2,2,2,2,2,.640377581538686
419,2018/6/25 下午 12:21:16.472000,1,4,2,1,2,2,1,2,200009,200607,94,2, ,1,98,1,15, ,1,",",2,2,98, ,98,98,3, ,1,98,1, ,3, ,2,"1,8,9", ,"4,5,6", ,1,1,3,1,5, ,52, ,2,1,98, ,98, ,2,2,2,2,1,2,2,2,5,2,.666421297217527
3802,2018/6/6 下午 13:52:15.715000,1,4,1,1,2,2,1,2,200309,200805,96,2, ,1,98,2,40, ,1,",",2,2,98, ,98,98,3, ,3,98,1, ,4, ,3,7, ,2, ,1,1,4,98,5, ,52, ,2,1,98, ,98, ,1,1,2,1,1,1,1,1,1,2,.681751318939413
1365,2018/6/25 上午 07:37:03.583000,1,3,2,1,2,2,1,2,200409,200909,98,2, ,1,98,2,15, ,1,",",1,2,98, ,98,98,"3,7", ,2,98,1, ,2, ,3,"1,2,8", ,"3,4,6", ,1,1,4,98,5, ,52, ,2,1,98, ,98, ,2,2,2,2,2,3,2,2,3,2,.901172135618781
4345,2018/6/5 下午 15:44:22.098000,2,3,2,1,2,2,1,2,200509,201106,99,2, ,1,98,2,15, ,3,",",2,2,98, ,98,98,"3,7", ,3,98,1, ,4, ,5,9, ,"1,2,3", ,1,2,4,98,5, ,52, ,4,2,1, ,11, ,5,4,98,98,4,98,98,98,98,98,1.01311066207356
3865,2018/6/6 上午 10:29:46.723000,1,2,1,1,2,2,1,2,201009,201601,104,2, ,1,98,1,15, ,1,",",2,2,98, ,98,98,"3,6,7", ,3,98,1, ,4, ,2,"6,7,9", ,2, ,1,2,4,98,5, ,52, ,3,1,98, ,98, ,3,2,3,3,3,3,2,3,3,1,1.39887768325277
3452,2018/6/12 下午 17:17:50.663000,1,2,2,1,2,2,1,2,200809,201406,102,2, ,5,98,1,47,口腔科學,1,",",1,2,98, ,98,98,"2,3,6,7", ,1,98,1, ,4, ,3,9, ,"4,6,10", ,1,2,4,98,5, ,52, ,1,1,98, ,98, ,2,2,4,3,1,3,2,3,3,3,1.53911395130816
2386,2018/6/14 上午 08:56:33.594000,1,4,2,2,2,4,2,3,200809,201408,102,2, ,7,2,2,15, ,2,",",1,2,98, ,98,98,"2,3,6", ,5,98,1, ,4, ,2,13, , , ,1,1,2,98,5, ,51, ,2,1,98, ,98, ,1,2,2,1,1,2,1,1,3,3,.457848662097198
1992,2018/6/14 下午 18:42:48.101000,1,4,1,1,2,2,1,2,200309,200801,96,2, ,1,98,1,11, ,1,",",1,2,98, ,98,98,"2,3,4,6", ,3,1,1, ,7, ,3,"1,8,9", ,"3,4,6", ,1,1,4,98,4, ,41,創辦人,2,1,98, ,98, ,2,1,3,6,6,6,6,1,1,2,.859314218849648
4680,2018/6/5 下午 13:18:26.770000,2,4,1,1,2,2,1,3,200209,201106,99,1, ,1,98,2,41, ,1,",",2,2,98, ,98,98,"3,6", ,3,98,4, ,1, ,3,"5,9", ,"1,6", ,1,1,4,98,4, ,41,專案經理,2,2,1, ,11, ,3,3,98,98,3,98,98,98,98,98,.577473077381928
4125,2018/6/5 下午 18:13:32.396000,1,2,2,2,1,3,1,1,200907,201307,101,2, ,1,98,2,21, ,1,",",1,2,98, ,98,98,3, ,2,98,8, ,5, ,5,"2,3,9", ,4, ,1,1,4,98,4, ,43,作業員,6,2,1, ,11, ,5,5,5,5,5,5,5,5,5,5,3.62000632000917
14,2018/6/25 下午 22:03:54.729000,2,4,2,2,1,3,1,2,200408,200907,97,1, ,3,98,1,73, ,1,",",2,2,98, ,98,98,"3,4,6,7", ,2,1,4, ,6, ,3,"3,7", ,"6,8,11", ,1,1,4,98,4, ,41,企業主,2,2,1, ,11, ,2,2,2,98,2,2,2,2,98,2,1.43496466090401
592,2018/6/25 上午 10:52:11.700000,1,4,2,1,2,2,1,2,200609,201101,99,2, ,1,98,1,11, ,2,",",1,2,98, ,98,98,3, ,3,98,1, ,2, ,1,"4,7,9", ,"1,3,12",教授成就與學生產出掛在一起，教授犧牲學生前途壓榨學生,1,1,3,1,4, ,41,企業主,1,1,98, ,98, ,1,1,1,5,5,5,5,1,5,5,1.63123693057789
3689,2018/6/7 上午 00:16:36.893000,1,3,1,1,2,2,1,2,200809,201307,101,2, ,2,98,2,39,冷凍空調,3,",",1,2,98, ,98,98,"3,7", ,1,98,9, ,4, ,3,"8,9", ,"6,7", ,1,1,3,3,4, ,42,工程師,4,2,3, ,32, ,2,3,3,3,3,3,3,3,3,3,2.57151249764637
